Date,Open,High,Low,Close
2019-09-20,128500.0,130500.0,128000.0,129500.0
2019-09-23,129500.0,133500.0,129000.0,133000.0
2019-09-24,134000.0,135000.0,132000.0,134000.0
2019-09-25,133000.0,135000.0,131500.0,134500.0
2019-09-26,136000.0,136500.0,132000.0,133000.0
2019-09-27,134000.0,134000.0,131000.0,133500.0
2019-09-30,133500.0,135500.0,133000.0,134000.0
2019-10-01,134000.0,134000.0,131500.0,132500.0
2019-10-02,131000.0,131500.0,128000.0,128500.0
2019-10-04,129500.0,130000.0,126500.0,126500.0
2019-10-07,128000.0,129000.0,127000.0,128000.0
2019-10-08,128000.0,130500.0,127500.0,129500.0
2019-10-10,127000.0,128000.0,125500.0,126500.0
2019-10-11,127000.0,127500.0,126000.0,126000.0
2019-10-14,125000.0,126000.0,122000.0,122000.0
2019-10-15,122000.0,123000.0,120500.0,122000.0
2019-10-16,123000.0,124000.0,122000.0,123000.0
2019-10-17,123000.0,124500.0,122000.0,123000.0
2019-10-18,123500.0,124500.0,122500.0,123000.0
2019-10-21,124000.0,124000.0,122000.0,122000.0
2019-10-22,121500.0,122500.0,120000.0,122000.0
2019-10-23,121500.0,122500.0,120500.0,121000.0
2019-10-24,121000.0,122500.0,120000.0,122000.0
2019-10-25,122000.0,124000.0,121500.0,123500.0
2019-10-28,124500.0,125000.0,121500.0,121500.0
2019-10-29,122000.0,123000.0,121500.0,122500.0
2019-10-30,122500.0,123000.0,121500.0,122500.0
2019-10-31,122500.0,123500.0,121500.0,122000.0
2019-11-01,121500.0,124000.0,121000.0,124000.0
2019-11-04,123500.0,125000.0,123000.0,124000.0
2019-11-05,124000.0,125500.0,124000.0,125000.0
2019-11-06,125500.0,126000.0,123500.0,123500.0
2019-11-07,123500.0,124500.0,123000.0,123500.0
2019-11-08,124000.0,124500.0,123500.0,124000.0
2019-11-11,124000.0,124500.0,123500.0,123500.0
2019-11-12,123500.0,125500.0,123500.0,125500.0
2019-11-13,125000.0,126000.0,124500.0,124500.0
2019-11-15,124500.0,125500.0,124000.0,125500.0
2019-11-18,125000.0,126000.0,124500.0,126000.0
2019-11-19,125000.0,126000.0,124500.0,125000.0
2019-11-20,124500.0,124500.0,123500.0,124500.0
2019-11-21,124000.0,124500.0,123000.0,124500.0
2019-11-22,124000.0,125500.0,123500.0,123500.0
2019-11-25,124000.0,125500.0,123500.0,125000.0
2019-11-26,124500.0,125500.0,122500.0,122500.0
2019-11-27,123000.0,124000.0,123000.0,123500.0
2019-11-28,123500.0,125000.0,123000.0,124000.0
2019-11-29,123500.0,124500.0,120000.0,121000.0
2019-12-02,121000.0,121500.0,118500.0,121500.0
2019-12-03,120000.0,121500.0,119000.0,121500.0
2019-12-04,120000.0,124000.0,120000.0,122000.0
2019-12-05,121500.0,122500.0,117500.0,118000.0
2019-12-06,118500.0,119500.0,118000.0,118500.0
2019-12-09,119500.0,120500.0,119000.0,119500.0
2019-12-10,119500.0,120500.0,119000.0,120000.0
2019-12-11,120500.0,120500.0,119000.0,119000.0
2019-12-12,119500.0,120500.0,119000.0,120000.0
2019-12-13,121500.0,122500.0,119500.0,121000.0
2019-12-16,120500.0,121000.0,119000.0,119000.0
2019-12-17,119500.0,123000.0,119000.0,122000.0
2019-12-18,122000.0,123500.0,120500.0,123000.0
2019-12-19,122500.0,123500.0,122000.0,123500.0
2019-12-20,124000.0,124000.0,122500.0,124000.0
2019-12-23,124000.0,125000.0,122000.0,122500.0
2019-12-24,123000.0,123000.0,121500.0,122000.0
2019-12-26,122500.0,123000.0,121500.0,122500.0
2019-12-27,121000.0,121000.0,120000.0,120500.0
2019-12-30,120500.0,121500.0,120000.0,120500.0
2020-01-02,121000.0,121000.0,118000.0,118000.0
2020-01-03,118500.0,119000.0,115000.0,116000.0
2020-01-06,116000.0,117000.0,115500.0,116000.0
2020-01-07,116500.0,117000.0,115500.0,115500.0
2020-01-08,115000.0,115500.0,111500.0,112000.0
2020-01-09,113000.0,114500.0,110000.0,111500.0
2020-01-10,112500.0,114500.0,112000.0,113500.0
2020-01-13,113500.0,115500.0,113000.0,115000.0
2020-01-14,115500.0,117000.0,115500.0,116000.0
2020-01-15,116000.0,116000.0,114000.0,115000.0
2020-01-16,117000.0,120000.0,116500.0,118500.0
2020-01-17,118500.0,120000.0,118000.0,118500.0
2020-01-20,119500.0,119500.0,117500.0,118000.0
2020-01-21,118000.0,118500.0,116500.0,117000.0
2020-01-22,117500.0,127000.0,117500.0,127000.0
2020-01-23,130000.0,131500.0,128000.0,130500.0
2020-01-28,127000.0,132500.0,127000.0,131000.0
2020-01-29,132000.0,133000.0,129000.0,131000.0
2020-01-30,130000.0,130500.0,126500.0,127500.0
2020-01-31,128500.0,129500.0,124500.0,125000.0
2020-02-03,123000.0,125000.0,121000.0,123500.0
2020-02-04,123500.0,126000.0,122500.0,124000.0
2020-02-05,125000.0,126000.0,123500.0,124000.0
2020-02-06,125500.0,133000.0,125500.0,132000.0
2020-02-07,130500.0,131000.0,127500.0,131000.0
2020-02-10,129500.0,132000.0,129000.0,130000.0
2020-02-11,131000.0,135000.0,130500.0,132500.0
2020-02-12,132500.0,137500.0,132500.0,136000.0
2020-02-13,137000.0,137500.0,133000.0,133000.0
2020-02-14,132500.0,135000.0,131500.0,133500.0
2020-02-17,133500.0,136000.0,132500.0,135500.0
2020-02-18,134000.0,134500.0,131000.0,132500.0
2020-02-19,133000.0,134000.0,130500.0,131500.0
2020-02-20,132500.0,133000.0,129000.0,130000.0
2020-02-21,128000.0,129500.0,127000.0,128000.0
2020-02-24,124500.0,125000.0,122000.0,122500.0
2020-02-25,122500.0,124500.0,122000.0,122500.0
2020-02-26,121000.0,124000.0,120000.0,122500.0
2020-02-27,122500.0,123500.0,120000.0,121000.0
2020-02-28,118500.0,119000.0,114000.0,115000.0
2020-03-02,116000.0,116000.0,113000.0,113500.0
2020-03-03,116000.0,116500.0,112000.0,112500.0
2020-03-04,112000.0,114000.0,112000.0,113000.0
2020-03-05,115500.0,116000.0,113000.0,114000.0
2020-03-06,113000.0,113500.0,110000.0,110500.0
2020-03-09,110500.0,110500.0,110500.0,110500.0
2020-03-10,102500.0,105000.0,101000.0,102000.0
2020-03-11,103000.0,103000.0,99700.0,100000.0
2020-03-12,100000.0,100000.0,100000.0,100000.0
2020-03-13,86500.0,90200.0,83500.0,87200.0
2020-03-16,88300.0,89500.0,82900.0,82900.0
2020-03-17,78100.0,83400.0,78100.0,80100.0
2020-03-18,80500.0,81200.0,73500.0,73500.0
2020-03-19,75000.0,75900.0,65100.0,65900.0
2020-03-20,67500.0,72400.0,65000.0,71100.0
2020-03-23,67200.0,71000.0,66200.0,68900.0
2020-03-24,71500.0,75800.0,69800.0,74800.0
2020-03-25,79800.0,85600.0,78800.0,84500.0
2020-03-26,85800.0,90200.0,82300.0,84900.0
2020-03-27,89700.0,90000.0,84500.0,86400.0
2020-03-30,82800.0,86400.0,82100.0,85400.0
2020-03-31,87700.0,88700.0,86000.0,88700.0
2020-04-01,88500.0,90100.0,85300.0,85400.0
2020-04-02,85300.0,86800.0,83000.0,86600.0
2020-04-03,86600.0,87000.0,85600.0,86300.0
2020-04-06,86500.0,88800.0,85900.0,88800.0
2020-04-07,92100.0,92500.0,88600.0,90400.0
2020-04-08,89800.0,91900.0,88900.0,90000.0
2020-04-09,92300.0,97900.0,91100.0,97100.0
2020-04-10,97400.0,101500.0,96200.0,99700.0
2020-04-13,98800.0,99000.0,97400.0,97800.0
2020-04-14,98600.0,101500.0,97700.0,100000.0
2020-04-16,98900.0,100500.0,98300.0,99100.0
2020-04-17,101000.0,103500.0,100000.0,100500.0
2020-04-20,100000.0,100500.0,97100.0,97600.0
2020-04-21,96100.0,96500.0,91300.0,93500.0
2020-04-22,90800.0,95200.0,89400.0,92600.0
2020-04-23,93700.0,95100.0,92100.0,92400.0
2020-04-24,91300.0,92300.0,90100.0,90100.0
2020-04-27,90300.0,92500.0,90200.0,91600.0
2020-04-28,92500.0,94400.0,92200.0,93200.0
2020-04-29,93500.0,94000.0,92400.0,93600.0
2020-05-04,91100.0,92900.0,90700.0,91500.0
2020-05-06,93300.0,94200.0,92600.0,93200.0
2020-05-07,92800.0,93000.0,91800.0,92600.0
2020-05-08,93000.0,95400.0,93000.0,94500.0
2020-05-11,95800.0,96500.0,93500.0,93700.0
2020-05-12,93200.0,93800.0,91100.0,91900.0
2020-05-13,90500.0,93100.0,90500.0,93100.0
2020-05-14,92600.0,92900.0,91500.0,92300.0
2020-05-15,92000.0,92700.0,91200.0,92300.0
2020-05-18,92100.0,92200.0,91000.0,91900.0
2020-05-19,95000.0,99400.0,94700.0,99100.0
2020-05-20,98000.0,98300.0,96300.0,97300.0
2020-05-21,98600.0,98700.0,96600.0,97200.0
2020-05-22,97100.0,97200.0,94000.0,94500.0
2020-05-25,94900.0,96200.0,94000.0,96000.0
2020-05-26,96000.0,99500.0,95500.0,97800.0
2020-05-27,98700.0,99500.0,97300.0,98100.0
2020-05-28,99500.0,99600.0,96200.0,97200.0
2020-05-29,96300.0,99200.0,96300.0,98000.0
2020-06-01,98000.0,101500.0,98000.0,100000.0
2020-06-02,99500.0,103000.0,98700.0,102500.0
2020-06-03,106000.0,110000.0,105500.0,108500.0
2020-06-04,112000.0,113000.0,105000.0,108500.0
2020-06-05,108000.0,112000.0,106500.0,111000.0
2020-06-08,114000.0,114500.0,111500.0,113000.0
2020-06-09,114000.0,115000.0,110500.0,112000.0
2020-06-10,111000.0,112000.0,109000.0,111500.0
2020-06-11,110000.0,111000.0,107000.0,108500.0
2020-06-12,101500.0,105000.0,101500.0,103500.0
2020-06-15,102000.0,102500.0,97000.0,97000.0
2020-06-16,99100.0,101500.0,99100.0,101500.0
2020-06-17,100500.0,101000.0,98800.0,100500.0
2020-06-18,99100.0,102000.0,98400.0,100000.0
2020-06-19,101000.0,101500.0,99100.0,100000.0
2020-06-22,99100.0,100000.0,98500.0,98500.0
2020-06-23,99200.0,101000.0,98000.0,98700.0
2020-06-24,100000.0,103500.0,99800.0,103000.0
2020-06-25,100500.0,101000.0,99400.0,99400.0
2020-06-26,100500.0,101000.0,99500.0,100000.0
2020-06-29,97700.0,98700.0,97600.0,97700.0
2020-06-30,99100.0,99300.0,97700.0,97700.0
2020-07-01,98500.0,99500.0,98000.0,98200.0
2020-07-02,98000.0,99700.0,98000.0,99000.0
2020-07-03,99900.0,100500.0,98600.0,99200.0
2020-07-06,99700.0,102500.0,98800.0,101500.0
2020-07-07,103000.0,103500.0,99200.0,99200.0
2020-07-08,99200.0,101000.0,99100.0,99600.0
2020-07-09,100000.0,101000.0,99600.0,99600.0
2020-07-10,99400.0,99500.0,98000.0,98300.0
2020-07-13,99200.0,101500.0,98500.0,101500.0
2020-07-14,101500.0,102000.0,99900.0,101500.0
2020-07-15,104500.0,110000.0,104000.0,109000.0
2020-07-16,110500.0,113000.0,109000.0,110000.0
2020-07-17,109500.0,119000.0,109500.0,117500.0
2020-07-20,119500.0,125000.0,118000.0,121500.0
2020-07-21,122000.0,124500.0,118000.0,121500.0
2020-07-22,122000.0,124000.0,118500.0,118500.0
2020-07-23,118500.0,125500.0,116000.0,124500.0
2020-07-24,123500.0,129000.0,121500.0,122500.0
2020-07-27,122500.0,126500.0,122000.0,123500.0
2020-07-28,124500.0,126000.0,122000.0,123000.0
